Price,Company,Processor,Operating System,RAM,Type,Warranty,Inches,TouchScreen,HDD,SSD
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
84990,DELL,Intel Core i7 Processor (13th Gen),64bitWindows11,16,Inspiron,,14.1,NO,,1024
77990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
59990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows11,8,Creator,1 Year Onsite Warranty,15.6,NO,,512
52798,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
49990,MSI,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,2 Year Carry-in Warranty,15.6,NO,,512
109990,Acer,Intel Core i7 Processor (13th Gen),Windows11,16,Gaming,1 Year International Travelers Warranty (ITW),16,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
129039,HP,Intel Core i7 Processor (12th Gen),64bitWindows11,16,Spectre,1 Year Onsite Warranty,,NO,,512
34790,HP,Intel Core i3 Processor (11th Gen),Windows11,8,N\A,,,NO,,512
80754,HP,Intel Core i5 Processor (12th Gen),Windows11,16,Pavilion,1 Year Onsite Warranty,14,NO,,512
140131,Lenovo,Intel Core i7 Processor (11th Gen),64bitWindows10,16,N\A,1 Year Onsite Warranty,,NO,,512
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,8,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,15.6,NO,,512
57990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
450000,MSI,Intel Core i9 Processor (12th Gen),64bitWindows11,64,N\A,2 Year Warranty,,NO,,2048
47990,Acer,Intel Core i5 Processor (12th Gen),Windows11,8,Aspire,1 Year International Travelers Warranty (ITW),15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
69490,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,16,Pavilion,1 Year Onsite Warranty,,NO,,512
76990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows11,16,ZenBook,1 Year Onsite Warranty,14,NO,,512
87990,MSI,Intel Core i7 Processor (12th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,15.6,NO,,1024
209990,ASUS,Intel Core i9 Processor (13th Gen),Windows11,16,Gaming,1 Year Onsite Warranty,13.4,NO,,1024
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
63500,MSI,Intel Core i5 Processor (11th Gen),64bitWindows11,16,N\A,,,NO,,512
85990,MSI,Intel Core i7 Processor (12th Gen),Windows11,8,N\A,2 Year On-Site & Carry-In Warranty,15.6,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
209990,ASUS,Intel Core i9 Processor (13th Gen),Windows11,16,Gaming,1 Year Onsite Warranty,13.4,NO,,1024
74649,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,16,N\A,1 Year Onsite Warranty,14,YES,,512
144990,ASUS,AMD Ryzen 9 Octa Core Processor,64bitWindows11,16,Gaming,1 Year Onsite Warranty,,NO,,1024
112390,DELL,Intel Core i7 Processor (12th Gen),64bitWindows11,16,N\A,,,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
40690,DELL,Intel Core i3 Processor (10th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
399990,ASUS,Intel Core i9 Processor (12th Gen),64bitWindows11,32,Gaming,1 Year Onsite Warranty,,NO,,4096
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
69350,Lenovo,Intel Core i5 Processor (13th Gen),Windows11,16,N\A,1-year warranty,,NO,,512
41990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,8,IdeaPad,,,NO,,512
72499,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,16,Pavilion,1 Year Onsite Warranty,15.6,NO,,512
20490,Acer,Intel Pentium Silver Processor,64bitWindows11,4,Aspire,1 Year International Travelers Warranty (ITW),,NO,,256
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,1 Year Carry-in Warranty,14,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
63990,DELL,Intel Core i5 Processor (13th Gen),Windows11,8,Inspiron,1-year warranty,,NO,,1024
222291,ASUS,Intel Core i9 Processor (12th Gen),64bitWindows11,32,Gaming,1 Year Onsite Warranty,16,NO,,1024
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
284990,ASUS,Intel Core i9 Processor (13th Gen),Windows11,32,Gaming,1 Year Onsite Warranty,16,NO,,1024
85000,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,Creator,1 Year Onsite Warranty,14,NO,,512
126000,HP,Intel Core i5 Processor (10th Gen),64bitWindows10,8,N\A,1 Year Onsite Warranty,,YES,,512
99500,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,ZenBook,1 Year Onsite Warranty,14,YES,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
59990,MSI,Intel Core i5 Processor (12th Gen),Windows11,8,N\A,2 Year Carry-in Warranty,15.6,NO,,512
344990,MSI,Intel Core i9 Processor (13th Gen),Windows11,32,N\A,2 Year Carry-in Warranty,17,NO,,2048
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
197990,ASUS,Intel Core i9 Processor (8th Gen),64bitWindows10,16,ZenBook,1 Year Onsite Warranty,,YES,,1024
20990,Acer,Intel Celeron Dual Core Processor,Chrome,4,N\A,1 Year Onsite Warranty,14,NO,,
36990,DELL,AMD Ryzen 3 Dual Core Processor,64bitWindows10,8,Inspiron,1 Year Onsite Warranty,,NO,1024,
76500,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,8,Pavilion,1 Year Onsite Warranty,,NO,,512
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
96990,MSI,Intel Core i7 Processor (12th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,15.6,NO,,1024
64990,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,VivoBook,1 Year Onsite Warranty,16,NO,,512
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,1 Year Carry-in Warranty,14,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
134990,Lenovo,Intel Core i7 Processor (12th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14.5,YES,,1024
35990,DELL,Intel Core i3 Processor (11th Gen),64bitWindows10,8,Inspiron,1 Year Onsite Warranty,,NO,,256
149990,GIGABYTE,Intel Core i7 Processor (12th Gen),64bitWindows11,16,AERO,2 Year Carry-in Warranty,,NO,,1024
79990,ASUS,Intel Core i5 Processor (12th Gen),Windows11,16,Creator,1 Year Onsite Warranty,16,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
145790,APPLE,Apple M2 Processor,Mac,8,MacBook Air,1 Year Limited Warranty,15.3,NO,,512
234990,ASUS,AMD Ryzen 9 Octa Core Processor,64bitWindows10,32,Gaming,1 Year Onsite Warranty,,YES,,1024
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
109990,HP,AMD Ryzen 7 Octa Core Processor,Windows11,16,Gaming,1 Year Onsite Warranty,16.1,NO,,1024
130990,MSI,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,15.6,NO,,1024
82850,Lenovo,AMD Ryzen 7 Octa Core Processor (5th Gen),64bitWindows10,16,N\A,3 Years Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,,YES,,512
41490,DELL,AMD Ryzen 5 Quad Core Processor,64bitWindows11,8,Inspiron,1 Year Onsite Warranty,,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
154990,MSI,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,17.3,NO,,1024
53490,HP,Intel Core i5 Processor (11th Gen),DOS,8,N\A,1 Year Warranty,,NO,,512
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
179990,SAMSUNG,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16,YES,,1024
53990,DELL,Intel Core i5 Processor (12th Gen),Windows11,8,N\A,,,NO,,512
37490,DELL,Intel Core i3 Processor (10th Gen),64bitWindows10,4,Inspiron,1 Year Onsite Warranty,,NO,,256
31990,Infinix,Intel Core i3 Processor (11th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,1 Year Carry-in Warranty,14,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
79990,MSI,Intel Core i7 Processor (10th Gen),64bitWindows10,8,N\A,2 Year On-Site Warranty,,NO,1024,256
145790,APPLE,Apple M2 Processor,Mac,8,MacBook Air,1 Year Limited Warranty,15.3,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
65990,ASUS,AMD Ryzen 5 Hexa Core Processor (5th Gen),64bitWindows10,8,ZenBook,1 Year Onsite Warranty,,NO,,512
66989,Lenovo,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,IdeaPad,1 Year Onsite Warranty,,NO,,512
184490,HP,Intel Core i7 Processor (13th Gen),64bitWindows11,32,Spectre,1 Year Onsite Warranty,16,YES,,1024
75990,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,N\A,1 Year Domestic Warranty,,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
62483,Acer,Intel Core i5 Processor (11th Gen),64bitWindows10,16,N\A,1 Year International Travelers Warranty (ITW),,NO,1024,256
38990,ASUS,AMD Ryzen 5 Quad Core Processor,Windows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
42990,Acer,AMD Ryzen 5 Hexa Core Processor,64bitWindows10,8,Swift,1 Year International Travelers Warranty (ITW),,NO,,512
45965,Lenovo,Intel Core i3 Processor (12th Gen),64bitWindows11,8,IdeaPad,2 Year Onsite Warranty,,NO,,512
33200,ASUS,Intel Core i3 Processor (11th Gen),Windows11,8,N\A,1 Year International Warranty,,NO,,512
112990,ASUS,Intel Core i7 Processor (13th Gen),Windows11,16,ZenBook,1 Year Onsite Warranty,14,NO,,512
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
67490,HP,Intel Core i5 Processor (11th Gen),64bitWindows11,8,Pavilion,1 Year onsite warranty,15.6,NO,,512
18990,ASUS,Intel Celeron Dual Core Processor,Chrome,4,N\A,1 Year Onsite Warranty,14,NO,,
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,1 Year Carry-in Warranty,14,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
83600,Lenovo,Intel Core i5 Processor (11th Gen),64bitWindows10,8,N\A,,,NO,,512
76990,Acer,AMD Ryzen 7 Octa Core Processor,64bitWindows10,8,N\A,1 Year International Travelers Warranty (ITW),,NO,1024,256
137990,APPLE,Apple M2 Processor,Mac,8,MacBook Air,,13.6,NO,,512
150748,Lenovo,AMD Ryzen 7 Octa Core Processor,Windows11,32,Gaming,3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support,16,NO,,1024
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
94990,ASUS,Intel Core i7 Processor (12th Gen),Windows11,16,Creator,1 Year Onsite Warranty,16,NO,,512
27990,Infinix,Intel Celeron Quad Core Processor,64bitWindows11,4,InBook X1,1 Year Onsite Warranty,,NO,,128
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
78990,HP,AMD Ryzen 7 Octa Core Processor,Windows11,16,Pavilion,1 Year Onsite Warranty,13.3,NO,,1024
43990,ASUS,AMD Ryzen 5 Quad Core Processor,Windows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
72999,HP,Intel Core i5 Processor (13th Gen),Windows11,16,Pavilion,1 Year Onsite Warranty,15.6,NO,,512
52990,ASUS,Intel Core i5 Processor (11th Gen),64bitWindows10,16,VivoBook,1 Year Onsite Warranty,,NO,1024,256
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
99890,Lenovo,Intel Core i7 Processor (12th Gen),64bitWindows11,16,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,16,NO,,512
364990,ASUS,Intel Core i9 Processor (13th Gen),Windows11,32,Gaming,1 Year Onsite Warranty,16,NO,,2048
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
64990,Lenovo,Intel Core i5 Processor (10th Gen),64bitWindows10,8,N\A,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,,NO,,512
44299,HP,Intel Core i3 Processor (11th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
209890,Lenovo,Intel Core i9 Processor (13th Gen),Windows11,16,Gaming,1 Year Onsite Warranty,,NO,,1024
77490,DELL,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,64bitWindows11,16,Inspiron,,,YES,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
216890,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,32,Gaming,1 Year Onsite Warranty,,NO,,1024
62990,Lenovo,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,16,IdeaPad,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
52990,DELL,Intel Core i5 Processor (11th Gen),64bitWindows10,8,N\A,1 Year Onsite Warranty,,NO,,512
236990,ASUS,AMD Ryzen 9 Octa Core Processor,64bitWindows10,32,Gaming,1 Year Onsite Warranty,13.4,YES,,1024
244890,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,32,Gaming,1 Year Onsite Warranty,,NO,,1024
122990,SAMSUNG,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Onsite Warranty,15.6,YES,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
114990,Acer,Intel Core i7 Processor (11th Gen),Windows11,16,Swift,1 Year Onsite Warranty,16.1,NO,,1024
59990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows11,8,VivoBook,1 Year Onsite Warranty,16,NO,,1024
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
41990,Acer,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,14,NO,,512
108990,DELL,Intel Core i5 Processor (11th Gen),64bitWindows10,16,XPS,,13.3,NO,,512
68990,HP,Intel Core i5 Processor (13th Gen),Windows11,16,N\A,1 Year Onsite Warranty,15.6,NO,,512
34990,Acer,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,1 Year Carry-in Warranty,14,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
64600,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
62990,HP,Intel Core i5 Processor (13th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
67990,ASUS,Intel Core i7 Processor (8th Gen),64bitWindows10,8,VivoBook,1 Year Limited International Hardware Warranty,,NO,1024,256
52990,HP,AMD Ryzen 5 Quad Core Processor,Windows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
56976,Lenovo,Intel Core i5 Processor (10th Gen),64bitWindows10,8,IdeaPad,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,,NO,1024,256
68900,ASUS,Intel Core i5 Processor (11th Gen),Windows11Home,16,N\A,1 Year Warranty,,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
58500,Acer,Intel Core i5 Processor (11th Gen),64bitWindows11,8,Aspire,1 Year International Travelers Warranty (ITW),,NO,,512
71990,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
62249,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,Pavilion,1 Year Onsite Warranty,14,NO,,512
36990,DELL,AMD Ryzen 3 Dual Core Processor,64bitWindows10,8,N\A,1 Year Onsite Warranty,,NO,,256
65500,ASUS,AMD Ryzen 5 Processor,Windows11Home,16,N\A,1 Year Warranty,,YES,,1024
38490,DELL,Intel Core i3 Processor (11th Gen),64bitWindows11,8,N\A,,14,NO,,512
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
71990,MSI,Intel Core i7 Processor (10th Gen),64bitWindows10,16,N\A,1 Year Carry In Warranty,,NO,,512
125990,HP,Intel Core i7 Processor (11th Gen),64bitWindows11,16,Gaming,1 Year Onsite Warranty,16.1,NO,,1024
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,1 Year Carry-in Warranty,14,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
59990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows11,16,VivoBook,1 Year Onsite Warranty,16,NO,,512
85990,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
193990,GIGABYTE,Intel Core i7 Processor (12th Gen),64bitWindows11,16,AERO,2 Year Carry-in Warranty,,NO,,1024
29990,Infinix,Intel Core i3 Processor (12th Gen),Windows11,8,N\A,1 Year Onsite Warranty,14,NO,,512
93590,Lenovo,AMD Ryzen 7 Octa Core Processor,Windows11,16,IdeaPad,1 Year Onsite Premium Support with 1 Year Onsite Warranty,14,NO,,512
27990,Lenovo,Intel Celeron Dual Core Processor,64bitWindows11,8,IdeaPad,2 Years On-Site Warranty,15.6,NO,,256
171990,ASUS,AMD Ryzen 7 Octa Core Processor,Windows11,16,Gaming,1 Year Onsite Warranty,16,YES,,1024
74990,ASUS,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,VivoBook,1 Year Onsite Warranty,,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
41999,Acer,AMD Ryzen 3 Dual Core Processor,64bitWindows11,4,Aspire,1 Year International Travelers Warranty (ITW),,NO,,256
55990,Acer,AMD Ryzen 7 Octa Core Processor,64bitWindows10,8,Aspire,1 Year International Travelers Warranty (ITW),,NO,,512
194990,Acer,Intel Core i7 Processor (13th Gen),Windows11,32,Gaming,1 Year Onsite Warranty,16,NO,,1024
210490,ASUS,Intel Core i9 Processor (12th Gen),64bitWindows11,32,Gaming,1 Year Onsite Warranty,,NO,,1024
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
41490,DELL,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),64bitWindows11,8,N\A,,14.0,NO,,512
189990,ASUS,Intel Core i9 Processor (12th Gen),64bitWindows11,32,Gaming,1 Year Onsite Warranty,,NO,,1024
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,8,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,15.6,NO,,512
57990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
79881,Lenovo,Intel Core i5 Processor (11th Gen),Windows10,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
87550,ASUS,AMD Ryzen 7 Octa Core Processor,64bitWindows11,8,Gaming,1 Year Onsite Warranty,15.6,NO,,512
30999,HP,AMD Athlon Dual Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
88990,ASUS,Intel Core i7 Processor (12th Gen),Windows11,16,Creator,1 Year Onsite Warranty,16,NO,,1024
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
194990,Acer,Intel Core i7 Processor (13th Gen),Windows11,32,Gaming,1 Year Onsite Warranty,16,NO,,1024
87550,ASUS,AMD Ryzen 7 Octa Core Processor,64bitWindows11,8,Gaming,1 Year Onsite Warranty,15.6,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
69490,Lenovo,Intel Core i5 Processor (10th Gen),64bitWindows10,8,IdeaPad,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,,NO,1024,256
