Price,Company,Processor,Operating System,RAM,Type,Warranty,Inches,TouchScreen,HDD,SSD
65990,SAMSUNG,Intel Core i5 Processor (12th Gen),Windows11,8,Galaxy Book,1 Year Onsite Warranty,15.6,NO,,512
10990,ASUS,Intel Celeron Dual Core Processor,64bitChrome,4,N\A,1 Year onsite warranty,11.6,NO,,
137990,APPLE,Apple M2 Processor,Mac,8,MacBook Air,1 Year Limited Warranty,13.6,NO,,512
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,8,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,15.6,NO,,512
57990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
66490,Lenovo,AMD Ryzen 5 Hexa Core Processor,64bitWindows10,8,IdeaPad,1 Year Warranty Term,,NO,,512
37990,DELL,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,64bitWindows11,8,N\A,,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
59990,MSI,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Warranty Term,,NO,,512
34490,HP,Intel Core i3 Processor (11th Gen),DOS,8,N\A,,,NO,,512
27990,MSI,Intel Core i3 Processor (11th Gen),Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
41990,MSI,Intel Core i5 Processor (12th Gen),Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
54990,ASUS,Intel Core i5 Processor (12th Gen),Windows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
37990,HP,AMD Ryzen 3 Quad Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
40990,Acer,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,,,NO,,512
34790,DELL,AMD Ryzen 3 Dual Core Processor,64bitWindows11,8,Inspiron,1 Year Onsite Warranty,,NO,,256
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
33990,Lenovo,AMD Ryzen 3 Hexa Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
56990,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,16,Pavilion,1 Year Onsite Warranty,,NO,,512
44990,Acer,Intel Core i5 Processor (11th Gen),Windows11,8,Aspire,1 Year Onsite Warranty,,NO,,512
61990,MSI,Intel Core i7 Processor (11th Gen),64bitWindows10,8,N\A,2 Year Carry-In Warranty Term,15.6,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
37990,Infinix,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
37990,Infinix,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,,NO,,1024
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
54490,Lenovo,Intel Core i5 Processor (11th Gen),64bitWindows11,8,IdeaPad,1Year Onsite warranty,,NO,,512
115990,MSI,Intel Core i7 Processor (12th Gen),64bitWindows11,16,N\A,,,NO,,512
35990,DELL,AMD Ryzen 3 Dual Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
74990,ASUS,Intel Core i5 Processor (12th Gen),64bitWindows11,16,VivoBook,1 Year Onsite Warranty,14,NO,,512
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
79990,ASUS,Intel Core i5 Processor (12th Gen),Windows11,16,Creator,1 Year Onsite Warranty,16,NO,,512
33940,HP,Intel Core i3 Processor (11th Gen),64bitWindows11,8,N\A,1Year Onsite Warranty,,NO,,512
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,1 Year Carry-in Warranty,14,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
48990,ASUS,Intel Core i3 Processor (12th Gen),64bitWindows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
94990,ASUS,Intel Core i5 Processor (12th Gen),64bitWindows11,16,N\A,1 Year Onsite Warranty,17.3,NO,,512
49990,ASUS,Intel Core i3 Processor (12th Gen),64bitWindows11,8,VivoBook,1 Year Onsite Warranty,14,YES,,512
47990,Infinix,Intel Core i7 Processor (12th Gen),Windows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
48990,MSI,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,15.6,NO,,512
56990,ASUS,AMD Ryzen 7 Octa Core Processor,Windows11,16,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
35990,ASUS,Intel Core i3 Processor (11th Gen),Windows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
39990,ASUS,AMD Ryzen 3 Quad Core Processor,Windows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
34790,HP,Intel Core i3 Processor (11th Gen),DOS,8,N\A,1 Year Domestic Warranty,,NO,1024,256
69990,Acer,Intel Core i5 Processor (12th Gen),64bitWindows11,16,N\A,1 Year International Travelers Warranty (ITW),,NO,,512
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,8,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,15.6,NO,,512
57990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
27990,Lenovo,Intel Celeron Dual Core Processor,64bitWindows11,8,IdeaPad,2 Years On-Site Warranty,15.6,NO,,256
16990,HP,Intel Celeron Quad Core Processor,64bitChrome,4,N\A,1 Year Onsite warranty,14,YES,,
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
87990,ASUS,Intel Core i5 Processor (12th Gen),Windows11,16,ZenBook,1 Year Onsite Warranty,,YES,,512
115490,ASUS,Intel Core i7 Processor (12th Gen),Windows11,16,Gaming,1 Year Onsite Warranty,16,NO,,512
68747,HP,AMD Ryzen 5 Hexa Core Processor,Windows11,16,Pavilion,1 Year Onsite Warranty,13.3,NO,,512
99990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
37990,HP,AMD Ryzen 3 Quad Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
59990,MSI,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Warranty Term,,NO,,512
99990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
27990,Acer,AMD Ryzen 3 Quad Core Processor,Windows11,8,Aspire,1 Year Onsite Warranty,15.6,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
33990,Acer,Intel Core i3 Processor,Windows11,8,Aspire,1 Year Onsite Warranty,15.6,NO,,512
68990,ASUS,Intel Core i5 Processor (12th Gen),64bitWindows11,16,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
85999,ASUS,Intel Core i5 Processor (12th Gen),Windows11,16,ZenBook,1 Year Onsite Warranty,,NO,,512
70690,Lenovo,AMD Ryzen 7 Octa Core Processor,64bitWindows11,8,IdeaPad,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
72900,HP,Intel Core i5 Processor (11th Gen),64bitWindows11,16,Pavilion,1 Year Onsite Warranty,,YES,,512
131990,ASUS,AMD Ryzen 7 Octa Core Processor,Windows11,16,Gaming,1 Year Onsite Warranty,14,NO,,1024
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
59990,MSI,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Warranty Term,,NO,,512
35490,DELL,Processor-i3-1115G4 Processor upto 4.1 GHz Speed,64bitWindows11,8,Inspiron,1 Year Onsite Warranty,15.6,NO,,256
72990,Acer,Intel Core i5 Processor (13th Gen),Windows11,16,Swift,1 Year Onsite Warranty,14,NO,,512
114020,Lenovo,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,Gaming,3 Years Onsite�Warranty�+ 3 Years Legion Ultimate Support + 1 Year Accidental Damage Protection,,NO,,1024
57990,Lenovo,Intel Core i5 Processor (11th Gen),64bitWindows11,16,IdeaPad,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,15.6,NO,,512
37990,HP,AMD Ryzen 3 Quad Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
52990,Infinix,Intel Core i7 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,,NO,,1024
63990,ASUS,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,17.3,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
51098,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,8,Pavilion,1 Year Onsite Warranty,14,NO,,512
89990,ASUS,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,ZenBook,1 Year Onsite Warranty,14,YES,,1024
73990,Lenovo,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,IdeaPad,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,15.6,NO,,512
55490,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,8,Pavilion,1 Year Onsite Warranty,15.6,NO,,512
49890,DELL,Intel Core i5 Processor (11th Gen),64bitWindows11,16,Inspiron,1 Year Onsite Warranty,15.6,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
26990,Infinix,Intel Core i3 Processor (10th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,256
193090,Lenovo,AMD Ryzen 7 Octa Core Processor,Windows11,16,Gaming,1 Year Carry-in Warranty,16,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
45990,ASUS,Intel Core i3 Processor (13th Gen),Windows11,8,VivoBook,1 Year Onsite Warranty,14,NO,,512
126990,APPLE,Apple M2 Processor,Mac,8,MacBook Air,1 Year Limited Warranty,15.3,NO,,256
16990,AXL,Intel Celeron Dual Core Processor,Windows11Home,4,AXL,,,NO,,256
33400,HP,AMD Ryzen 5 Dual Core Processor,32bitWindows11,8,N\A,1 year Domestic warranty,,NO,,256
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,8,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,15.6,NO,,512
57990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
51990,MSI,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,15.6,NO,,512
69490,DELL,Intel Core i5 Processor (12th Gen),Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,1024,256
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
59990,MSI,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Warranty Term,,NO,,512
54800,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows10,8,Pavilion,1 Year Onsite Warranty,,NO,,512
91443,HP,Intel Core i7 Processor (12th Gen),64bitWindows11,16,Pavilion,1 Year Onsite Warranty,,NO,,1024
49990,Acer,Intel Core i3 Processor (13th Gen),Windows11,16,Aspire,1 Year Onsite Warranty,14,NO,,512
32990,Lenovo,AMD Ryzen 3 Quad Core Processor,DOS,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
48990,HP,Intel Core i3 Processor (11th Gen),64bitWindows10,8,N\A,1 Year Domestic Brand Warranty on Device,,NO,,512
29990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
39796,DELL,Intel Core i3 Processor (12th Gen),64bitWindows11,8,N\A,,15.6,NO,,512
54990,MSI,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,15.6,NO,1024,256
56690,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
91443,HP,Intel Core i7 Processor (12th Gen),64bitWindows11,16,Pavilion,1 Year Onsite Warranty,,NO,,1024
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
26999,HP,AMD Athlon Dual Core Processor,Windows11,8,N\A,,,NO,,512
145790,APPLE,Apple M2 Processor,Mac,8,MacBook Air,1 Year Limited Warranty,15.3,NO,,512
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,16,N\A,1 Year Carry-in Warranty,14,NO,,512
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,14,NO,,512
114990,ASUS,AMD Ryzen 7 Octa Core Processor,Windows11,16,Gaming,1 Year Onsite Warranty,,NO,,1024
106990,MSI,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,15.6,NO,,1024
29990,HP,AMD Ryzen 3 Quad Core Processor,Windows11,8,N\A,1 Year Onsite warranty by OEM,15.6,NO,,512
85990,ASUS,Intel Core i5 Processor (12th Gen),Windows11Home,16,N\A,1 Year Onsite Warranty,15.6,NO,,512
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,1 Year Carry-in Warranty,14,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
51990,Lenovo,AMD Ryzen 7 Octa Core Processor,DOS,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
49990,ASUS,Intel Core i3 Processor (12th Gen),64bitWindows11,8,VivoBook,1 Year Onsite Warranty,14,YES,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
51990,ASUS,Intel Core i3 Processor (12th Gen),Windows11,8,N\A,1 Year International Warranty,,NO,,512
38499,DELL,Intel Core i3 Processor (11th Gen),64bitWindows11,8,N\A,,,NO,,512
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,IdeaPad,1 Year Carry-in Warranty,16,NO,,512
126990,APPLE,Apple M2 Processor,Mac,8,MacBook Air,1 Year Limited Warranty,15.3,NO,,256
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
88490,HP,Intel Core i7 Processor (13th Gen),64bitWindows11,16,Pavilion,1 Year Onsite Warranty,15.6,NO,,1024
50990,ASUS,AMD Ryzen 5 Quad Core Processor,Windows11,16,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,8,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,15.6,NO,,512
57990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
26990,Infinix,Intel Core i3 Processor (11th Gen),64bitWindows11,8,N\A,1 year Onsite Warranty,,NO,,512
61990,MSI,Intel Core i7 Processor (11th Gen),Windows11,16,N\A,2 Year Carry-in Warranty,15.6,NO,,512
151990,ASUS,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,Gaming,1 Year Onsite Warranty,16,YES,,1024
69990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows11,16,Creator,1 Year Onsite Warranty,15.6,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
59990,MSI,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Warranty Term,,NO,,512
48999,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows11,16,IdeaPad,2 Year warranty,15.6,NO,,512
429990,ASUS,AMD Ryzen 9 16 Core Processor,Windows11,32,Gaming,1 Year Onsite Warranty,16,NO,,2048
37990,HP,AMD Ryzen 3 Quad Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
49990,MSI,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,2 Year Carry-in Warranty,15.6,NO,,512
44990,ASUS,Intel Core i3 Processor (12th Gen),Windows11,16,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
114490,HP,Intel Core i7 Processor (12th Gen),Windows11,16,Envy,1 Year Onsite Warranty,13.3,YES,,1024
63990,ASUS,Intel Core i5 Processor (11th Gen),64bitWindows11,8,VivoBook,1 Year onsite warranty,14,YES,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
57990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
35990,Lenovo,AMD Ryzen 5 Hexa Core Processor,DOS,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
65990,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
153982,ASUS,Intel Core i7 Processor (13th Gen),Windows11,16,Gaming,1 Year Onsite Warranty,16,NO,,1024
29990,HP,AMD Ryzen 3 Dual Core Processor,DOS,8,N\A,1 year Domestic warranty,,NO,,512
38990,Infinix,Intel Core i3 Processor (10th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
24990,Lenovo,AMD Athlon Dual Core Processor,Windows11,8,IdeaPad,1 Year Carry-in Warranty,,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
64990,HP,Intel Core i5 Processor (12th Gen),Windows11,8,N\A,1 Year Onsite Warranty,,NO,,512
20990,Lenovo,Intel Celeron Dual Core Processor,64bitChrome,4,N\A,1 Year Onsite Warranty,,YES,,
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,8,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,15.6,NO,,512
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
44990,ASUS,Intel Core i3 Processor (11th Gen),64bitWindows10,8,VivoBook,1 Year Onsite Warranty,,NO,,512
104990,ASUS,AMD Ryzen 9 Octa Core Processor,Windows10,16,Gaming,1 Year Onsite Warranty,,NO,,512
38990,ASUS,Intel Core i3 Processor,Windows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
39990,Lenovo,Intel Core i3 Processor (12th Gen),Windows11,8,IdeaPad,2 Year warranty,15.6,NO,,512
37990,HP,AMD Ryzen 3 Quad Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
59990,MSI,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Warranty Term,,NO,,512
79200,Lenovo,Intel Core i7 Processor (12th Gen),Windows11,16,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year ADP,15.6,NO,,512
35990,HP,Intel Core i3 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
137990,APPLE,Apple M2 Processor,Mac,8,MacBook Pro,1 Year Limited Warranty,13.3,NO,,512
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows11,8,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,15.6,NO,,512
23490,Acer,Intel Celeron Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,11.6,NO,,256
119990,APPLE,Apple M2 Processor,Mac,8,MacBook Pro,1 Year Limited Warranty,13.3,NO,,256
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
82990,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
53490,HP,AMD Ryzen 5 Quad Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,15.6,NO,,512
57990,HP,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Onsite Warranty,14,NO,,512
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows11,8,N\A,1 Year Carry-in Warranty,14,NO,,512
41990,ASUS,AMD Ryzen 5 Quad Core Processor,32bitWindows11,8,VivoBook,1 Year Onsite Warranty,,NO,,512
73990,Lenovo,AMD Ryzen 7 Octa Core Processor,Windows11,16,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year ADP,,NO,,512
199990,ASUS,AMD Ryzen 9 Octa Core Processor,Windows11,32,Gaming,1 Year Onsite Warranty,14,NO,,1024
97990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,16,N\A,1 Year Onsite Warranty,15.6,YES,,512
59990,MSI,AMD Ryzen 7 Octa Core Processor,64bitWindows11,16,N\A,1 Year Warranty Term,,NO,,512
37990,HP,AMD Ryzen 3 Quad Core Processor,64bitWindows11,8,N\A,1 Year Onsite Warranty,,NO,,512
37990,ASUS,Intel Core i3 Processor (11th Gen),Windows11,8,VivoBook,1 Year Onsite Warranty,14,NO,,512
40990,ASUS,Intel Core i3 Processor (12th Gen),Windows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows11,16,N\A,1 Year Carry-in Warranty,15.6,NO,,512
51098,HP,AMD Ryzen 5 Hexa Core Processor,64bitWindows11,8,Pavilion,1 Year Onsite Warranty,14,NO,,512
74990,Acer,AMD Ryzen 7 Octa Core Processor,64bitWindows11,8,N\A,1 Year International Travelers Warranty,15.6,NO,,512
79990,ASUS,Intel Core i5 Processor (13th Gen),Windows11,16,VivoBook,1 Year Onsite Warranty,14,YES,,512
53990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows11,8,Creator,1 Year Onsite Warranty,15.6,NO,,512
50980,ASUS,Intel Core i5 Processor (12th Gen),64bitWindows11,8,VivoBook,1 Year international Warranty,,NO,,512
69990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows11,16,Creator,1 Year Onsite Warranty,15.6,NO,,512
57990,HP,Intel Core i5 Processor (11th Gen),Windows11,16,N\A,1 Year Onsite Warranty,16.1,NO,,512
69990,ASUS,AMD Ryzen 5 Hexa Core Processor,Windows11,16,Creator,1 Year Onsite Warranty,15.6,NO,,512
109990,ASUS,Intel Core i7 Processor (12th Gen),Windows11,16,N\A,1 Year Onsite Warranty,15.6,NO,,512
58990,HP,Intel Core i5 Processor (11th Gen),Windows11,8,N\A,1 Year Onsite Warranty,16.1,NO,,512
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
54990,ASUS,Intel Core i5 Processor (12th Gen),Windows11,8,VivoBook,1 Year Onsite Warranty,15.6,NO,,512
39900,Lenovo,Intel Core i3 Processor (11th Gen),64bitWindows11,8,IdeaPad,2 Years Onsite Warranty,14,NO,,512
79990,GIGABYTE,Intel Core i5 Processor (11th Gen),64bitWindows11,16,N\A,2 year carry on warranty,15.6,NO,,512
209990,MSI,Intel Core i7 Processor (13th Gen),Windows11,32,N\A,2 Year Carry-in Warranty,16,NO,,1024
63990,HP,Intel Core i5 Processor (12th Gen),64bitWindows11,8,N\A,1 Year Onsite Warranty,15.6,NO,,512
