Price,Company,Processor,Operating System,RAM,Display,Storage,Type,Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
67990,MSI,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
89990,Acer,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year International Travelers Warranty (ITW)
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
107990,APPLE,Apple M2 Processor,Mac OS Operating System,8,34.54 cm (13.6 Inch) Display,256 GB SSD,MacBook Air,1 Year Limited Warranty
51098,HP,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
38490,DELL,Intel Core i3 Processor (10th Gen),64 bit Windows 10 Operating System,8,39.62 cm (15.6 Inch) Display,1 TB HDD|256 GB SSD,N\A,1 Year Onsite Warranty
71990,HP,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Warranty
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
106990,MSI,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,1 TB SSD,N\A,2 Year Carry-in Warranty
50990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,IdeaPad,1 Year Onsite Warranty + 1 Year ADP
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
42990,ASUS,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
37990,Infinix,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,256 GB SSD,N\A,1 Year Onsite Warranty
60790,Lenovo,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,IdeaPad,1-year warranty
106990,APPLE,Apple M2 Processor,Mac OS Operating System,8,34.54 cm (13.6 Inch) Display,256 GB SSD,MacBook Air,
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
12990,Primebook,MediaTek MT8788 Processor,Prime OS Operating System,4,29.46 cm (11.6 Inch) Display,"N, /, A",Primebook,1 Year Pick and Drop Warranty
37990,Infinix,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection
57990,HP,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
38990,HP,Intel Core i3 Processor (10th Gen),Windows 10 Operating System,8,35.81 cm (14.1 inch) Display,512 GB SSD,N\A,1 Year Warranty
16990,ASUS,Intel Celeron Dual Core Processor,Chrome Operating System,4,29.46 cm (11.6 inch) Touchscreen Display,"N, /, A",N\A,1 Year Onsite Warranty
99990,Acer,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,Gaming,1 Year International Travelers Warranty (ITW)
35990,Lenovo,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
59990,MSI,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Warranty Term
126990,APPLE,Apple M2 Processor,Mac OS Operating System,8,38.86 cm (15.3 Inch) Display,256 GB SSD,MacBook Air,1 Year Limited Warranty
64990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
37990,HP,AMD Ryzen 3 Quad Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
62990,HP,Intel Core i5 Processor (13th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
84990,ASUS,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
55990,MSI,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,1 TB HDD|256 GB SSD,N\A,2 Year Carry-in Warranty
19990,Infinix,Intel Celeron Quad Core Processor (11th Gen),Windows 11 Operating System,4,39.62 cm (15.6 Inch) Display,128 GB SSD,N\A,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
35990,Infinix,Intel Core i3 Processor (10th Gen),64 bit Windows 11 Operating System,8,35.56 cm (14 inch) Display,256 GB SSD,N\A,1 Year Onsite Warranty
38990,Lenovo,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,8,90.32 cm (35.56 cm) Display,512 GB SSD,IdeaPad,2 Year warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
44990,ASUS,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
56990,ASUS,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
84990,Lenovo,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,Gaming,1 Year Carry-in Warranty
47490,HP,Intel Core i3 Processor (13th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
22990,CHUWI,Intel Core i3 Processor (10th Gen),64 bit Windows 11 Operating System,8,35.56 cm (14 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,realme,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,Realme Book,1 Year Carry-in Warranty
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
46990,DELL,Intel Core i3 Processor (13th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,1 TB SSD,Inspiron,
9990,ASUS,Intel Celeron Dual Core Processor,64 bit Chrome Operating System,4,29.46 cm (11.6 Inch) Display,"N, /, A",N\A,1 Year onsite warranty
61990,ASUS,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
58990,ASUS,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,ASUS,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
61990,ASUS,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
29990,ASUS,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,256 GB SSD,VivoBook,1 Year Onsite Warranty
65990,SAMSUNG,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,Galaxy Book,1 Year Onsite Warranty
10990,ASUS,Intel Celeron Dual Core Processor,64 bit Chrome Operating System,4,29.46 cm (11.6 Inch) Display,"N, /, A",N\A,1 Year onsite warranty
137990,APPLE,Apple M2 Processor,Mac OS Operating System,8,34.54 cm (13.6 Inch) Display,512 GB SSD,MacBook Air,1 Year Limited Warranty
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection
57990,HP,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
66490,Lenovo,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,IdeaPad,1 Year Warranty Term
37990,DELL,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,64 bit Windows 11 Operating System,8,"Display: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border","RAM & Storage: 8GB DDR4 & 512GB SSD, 512 GB SSD",N\A,
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
59990,MSI,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Warranty Term
34490,HP,Intel Core i3 Processor (11th Gen),DOS Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,
27990,MSI,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
41990,MSI,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
54990,ASUS,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
37990,HP,AMD Ryzen 3 Quad Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
40990,Acer,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,
34790,DELL,AMD Ryzen 3 Dual Core Processor,64 bit Windows 11 Operating System,8,96.52 cm (38 cm) Display,256 GB SSD,Inspiron,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
33990,Lenovo,AMD Ryzen 3 Hexa Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
56990,HP,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,16,35.56 cm (14 inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
44990,Acer,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,Aspire,1 Year Onsite Warranty
61990,MSI,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,2 Year Carry-In Warranty Term
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
37990,Infinix,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
37990,Infinix,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 inch) Display,1 TB SSD,N\A,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
54490,Lenovo,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,100.63 cm (39.62 cm) Display,512 GB SSD,IdeaPad,1Year Onsite warranty
115990,MSI,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,
35990,DELL,AMD Ryzen 3 Dual Core Processor,64 bit Windows 11 Operating System,8,96.52 cm (38 cm) Display,512 GB SSD,N\A,1 Year Onsite Warranty
74990,ASUS,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
43990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
79990,ASUS,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,Creator,1 Year Onsite Warranty
33940,HP,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1Year Onsite Warranty
60990,Lenovo,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
86990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,IdeaPad,1 Year Carry-in Warranty
48990,ASUS,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
94990,ASUS,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,43.94 cm (17.3 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
49990,ASUS,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,8,35.56 cm (14 Inch) Touchscreen Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
47990,Infinix,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
48990,MSI,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,2 Year Carry-in Warranty
56990,ASUS,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
35990,ASUS,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
39990,ASUS,AMD Ryzen 3 Quad Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
34790,HP,Intel Core i3 Processor (11th Gen),DOS Operating System,8,39.62 cm (15.6 inch) Display,1 TB HDD|256 GB SSD,N\A,1 Year Domestic Warranty
69990,Acer,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year International Travelers Warranty (ITW)
55490,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,IdeaPad,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection
57990,HP,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
27990,Lenovo,Intel Celeron Dual Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,256 GB SSD,IdeaPad,2 Years On-Site Warranty
16990,HP,Intel Celeron Quad Core Processor,64 bit Chrome Operating System,4,35.56 cm (14 Inch) Touchscreen Display,"N, /, A",N\A,1 Year Onsite warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
114990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
87990,ASUS,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 inch) Touchscreen Display,512 GB SSD,ZenBook,1 Year Onsite Warranty
115490,ASUS,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,40.64 cm (16 Inch) Display,512 GB SSD,Gaming,1 Year Onsite Warranty
68747,HP,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,16,33.78 cm (13.3 Inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
99990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
37990,HP,AMD Ryzen 3 Quad Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
59990,MSI,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Warranty Term
99990,Lenovo,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
27990,Acer,AMD Ryzen 3 Quad Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,Aspire,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
33990,Acer,Intel Core i3 Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,Aspire,1 Year Onsite Warranty
68990,ASUS,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,VivoBook,1 Year Onsite Warranty
85999,ASUS,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,35.56 cm (14 inch) Display,512 GB SSD,ZenBook,1 Year Onsite Warranty
70690,Lenovo,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,8,100.63 cm (39.62 cm) Display,512 GB SSD,IdeaPad,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection
32990,HP,AMD Ryzen 3 Dual Core Processor,Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
63990,HP,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
72900,HP,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,35.56 cm (14 inch) Touchscreen Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
131990,ASUS,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,35.56 cm (14 Inch) Display,1 TB SSD,Gaming,1 Year Onsite Warranty
40990,MSI,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
59990,MSI,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Warranty Term
35490,DELL,Processor-i3-1115G4 Processor upto 4.1 GHz Speed,64 bit Windows 11 Operating System,8,"Display:15.6"" FHD WVA AG Narrow Border & Standard Keyboard",256 GB SSD,Inspiron,1 Year Onsite Warranty
72990,Acer,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,Swift,1 Year Onsite Warranty
114020,Lenovo,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,40.64 cm (16 inch) Display,1 TB SSD,Gaming,3 Years Onsite�Warranty�+ 3 Years Legion Ultimate Support + 1 Year Accidental Damage Protection
57990,Lenovo,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,IdeaPad,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection
37990,HP,AMD Ryzen 3 Quad Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
69990,Lenovo,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,35.56 cm (14 Inch) Display,512 GB SSD,N\A,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
52990,Infinix,Intel Core i7 Processor (11th Gen),Windows 11 Operating System,16,39.62 cm (15.6 inch) Display,1 TB SSD,N\A,1 Year Onsite Warranty
63990,ASUS,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,43.94 cm (17.3 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
78990,Lenovo,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,N\A,1 Year Carry-in Warranty
51098,HP,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,35.56 cm (14 Inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
89990,ASUS,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,35.56 cm (14 Inch) Touchscreen Display,1 TB SSD,ZenBook,1 Year Onsite Warranty
73990,Lenovo,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,IdeaPad,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection
55490,HP,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,39.62 cm (15.6 Inch) Display,512 GB SSD,Pavilion,1 Year Onsite Warranty
49890,DELL,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,39.62 cm (15.6 Inch) Display,512 GB SSD,Inspiron,1 Year Onsite Warranty
57990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,16,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
58990,HP,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,40.89 cm (16.1 Inch) Display,512 GB SSD,N\A,1 Year Onsite Warranty
26990,Infinix,Intel Core i3 Processor (10th Gen),64 bit Windows 11 Operating System,8,86.84 cm (34.19 cm) Display,256 GB SSD,N\A,1 Year Onsite Warranty
